Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissements
509165;ADM;PASS;4;12;11;8;15;7;13;7;10;14;15;;167;M;20;CEG BASSAR-NANGBANI
509166;ADM;PASS;0;7;10;7;15;11;16;10;11;15;15;;177;F;15;CEG BASSAR-EST
509167;AJ;;0;6;9;6;10;7;13;5;10;;15;6;131;M;17;CEG BASSAR-EST
509168;ADM;PASS;5;8;8;7;11;9;16;5;14;12;15;;160;M;16;CEG BASSAR-NANGBANI
509169;AJ;;0;6;8;8;13;6;15;7;12;15;;4;149;M;18;CEG BASSAR-NANGBANI
509170;ADM;PASS;6;9;11;6;15;9;15;7;10;11;15;;167;M;17;CEG BASSAR-EST
509171;AJ;;0;5;8;7;10;4;15;7;5;12;9;;119;M;20;CEG BASSAR-EST
509172;AJ;;0;4;9;6;8;5;18;3;12;15;14;;135;F;15;CEG BASSAR-NANGBANI
509173;AJ;;0;4;8;6;12;6;18;7;11;12;14;;146;F;14;CEG BASSAR-NANGBANI
509174;ADM;ABIEN;0;16;13;11;15;10;14;10;18;15;15;;208;M;17;CEG BASSAR-NANGBANI
509175;ADM;PASS;14;7;8;7;12;10;11;7;12;13;13;;161;F;18;CEG BASSAR-EST
509176;AJ;;0;7;9;2;11;5;20;9;10;13;14;;146;M;17;CEG BOUGABOU
509177;ADM;PASS;0;14;11;5;15;11;17;7;15;11;15;;182;M;18;CEG BOUGABOU
509178;ADM;PASS;0;10;8;6;11;9;18;13;10;13;12;;165;M;19;CEG BASSAR-EST
509179;AJ;;0;6;11;7;11;5;15;8;11;13;12;;147;F;18;CEG BASSAR-EST
509180;ADM;PASS;12;8;10;7;12;10;10;8;13;12;15;;167;M;15;CEG BASSAR-EST
509181;ADM;PASS;1;8;9;8;13;7;15;9;10;14;15;;160;M;17;CEG BASSAR-EST
509182;ADM;PASS;0;7;9;4;14;10;19;4;15;14;15;;166;M;16;CEG BASSAR-EST
509183;ADM;PASS;1;8;10;10;14;8;11;9;13;11;11;;161;M;17;CEG BASSAR-NANGBANI
509184;ADM;PASS;2;8;11;10;15;7;15;12;14;15;15;;188;M;16;CEG BASSAR-EST
509185;ADM;PASS;0;7;9;8;14;7;17;8;16;15;12;;172;F;16;CEG BASSAR-EST
509186;ADM;PASS;8;7;9;7;15;7;15;9;13;15;15;;175;F;14;CEG BASSAR-EST
509187;ADM;PASS;4;8;8;7;13;8;18;10;15;13;15;;178;F;16;CEG BASSAR-EST
509188;ADM;PASS;1;7;8;7;12;8;17;7;15;13;12;;161;M;16;CEG BASSAR-EST
509189;ADM;PASS;0;9;7;10;11;7;15;12;14;11;6;;162;F;17;CEG BASSAR-EST
509190;ADM;ABIEN;2;14;10;10;16;15;15;14;14;15;15;;214;M;15;CEG BASSAR-NANGBANI
509191;AJ;;0;2;8;5;8;5;12;8;9;13;13;;118;M;19;CEG BASSAR-EST
509192;ADM;PASS;1;8;12;10;11;6;13;11;9;12;15;;160;M;15;CEG BASSAR-EST
509193;ADM;PASS;0;6;14;8;16;7;9;9;12;15;15;;166;M;15;CEG BASSAR-EST
509194;AJ;;0;8;8;6;13;5;12;9;12;12;15;;145;M;15;CEG BASSAR-NANGBANI
509195;ADM;PASS;0;6;11;10;14;11;9;8;11;15;15;;164;F;22;CEG BASSAR-EST
509196;ADM;PASS;7;6;10;7;12;11;18;7;12;14;15;;176;F;22;CEG BASSAR-EST
509197;ADM;PASS;7;9;11;7;10;10;11;9;10;14;15;;161;M;21;CEG BASSAR-EST
509198;ADM;BIEN;0;16;14;11;18;13;19;16;14;15;15;;236;M;14;CEG BASSAR-EST
509199;AJ;;0;5;11;7;6;5;9;6;10;15;14;;122;F;17;CEG BASSAR-EST
509200;ADM;PASS;0;11;8;5;14;11;14;9;11;13;15;;163;M;16;CEG BOUGABOU
509201;AJ;;0;6;9;7;9;6;14;5;7;15;15;;130;F;18;CEG BASSAR-EST
509202;AJ;;0;9;11;5;12;4;15;7;9;13;15;;143;F;15;CEG BASSAR-EST
509203;ADM;ABIEN;12;14;14;7;16;10;20;7;17;13;15;;216;M;15;CEG BASSAR-NANGBANI
509204;ADM;PASS;0;6;9;6;15;10;14;8;13;13;15;;164;M;15;CEG BASSAR-EST
509205;ADM;PASS;0;7;13;5;13;14;18;7;16;13;15;;187;M;19;CEG BASSAR-EST
509206;ADM;PASS;1;8;10;6;11;7;16;6;15;14;15;;160;F;16;CEG BASSAR-EST
509207;AJ;;0;9;9;5;8;6;13;3;11;14;15;;128;F;16;CEG BASSAR-EST
509208;ADM;PASS;0;5;14;6;16;11;15;9;15;Inap.;15;;182;M;17;CEG BOUGABOU
509209;ADM;PASS;11;14;14;6;14;6;17;6;12;15;14;;184;F;19;CEG BASSAR-EST
509221;ADM;ABIEN;10;3;10;10;17;8;18;7;16;14;14;;193;M;14;LYCEE DE BANGELI
509222;AJ;;0;6;10;3;13;6;7;5;7;14;;13;115;M;16;LYCEE DE BANGELI
509223;AJ;;2;6;9;2;10;5;7;6;8;15;15;;112;F;14;LYCEE DE BANGELI
509224;AJ;;0;5;10;8;11;11;15;3;8;15;15;;147;F;14;LYCEE DE BANGELI
509225;ADM;PASS;1;7;9;9;11;8;14;8;12;15;15;;160;F;17;LYCEE DE BANGELI
509226;ADM;PASS;5;6;9;4;17;6;15;9;13;11;12;;160;M;15;LYCEE DE BANGELI
509227;AJ;;0;6;10;5;11;11;12;4;10;15;11;;138;M;16;LYCEE DE BANGELI
509228;AJ;;0;5;8;6;12;7;13;6;12;15;9;;138;M;17;LYCEE DE BANGELI
509229;ADM;PASS;3;5;11;6;13;10;13;9;12;15;;7;161;F;15;LYCEE DE BANGELI
509230;ADM;PASS;0;6;9;8;15;10;20;11;11;12;15;;181;M;14;LYCEE DE BANGELI
509231;ADM;ABIEN;4;7;9;6;18;10;18;11;17;13;15;;197;M;14;LYCEE DE BANGELI
509232;ADM;PASS;0;6;10;7;15;5;16;13;10;15;15;;168;M;17;LYCEE DE BANGELI
509233;AJ;;0;6;11;2;13;8;14;5;12;14;15;;145;M;17;LYCEE DE BANGELI
509234;AJ;;7;3;8;4;5;11;7;2;5;14;12;;100;M;18;LYCEE DE BANGELI
509235;ADM;PASS;9;8;10;5;11;10;14;8;10;15;12;;160;M;18;LYCEE DE BANGELI
509236;AJ;;0;5;7;5;6;3;9;2;7;15;7;;88;M;18;LYCEE DE BANGELI
509237;ADM;PASS;2;4;9;4;15;13;15;8;11;15;11;;162;M;16;LYCEE DE BANGELI
509238;ADM;PASS;16;8;11;5;13;9;10;7;10;13;14;;161;M;15;CEG BIAKPABE
509239;ADM;PASS;4;8;11;5;16;10;18;10;12;12;15;;183;M;18;LYCEE DE BANGELI
509240;ADM;ABIEN;14;13;11;7;17;13;17;11;15;13;11;;213;M;14;LYCEE DE BANGELI
509241;AJ;;5;4;10;5;11;6;13;4;7;15;11;;127;M;16;LYCEE DE BANGELI
509242;AJ;;1;2;10;2;11;7;13;4;6;11;11;;111;M;17;LYCEE DE BANGELI
509243;ADM;PASS;9;5;9;8;14;11;15;8;8;Inap.;11;;161;M;15;LYCEE DE BANGELI
509244;AJ;;1;6;10;6;9;8;15;6;9;15;13;;141;M;18;LYCEE DE BANGELI
509245;ADM;ABIEN;15;9;10;5;15;12;16;11;13;14;15;;197;M;18;LYCEE DE BANGELI
509246;ADM;ABIEN;6;11;11;7;18;11;14;8;15;14;15;;194;M;14;CEG BIAKPABE
509247;ADM;PASS;16;10;9;5;11;10;12;7;10;15;12;;161;M;15;CEG NATCHAMBA
509248;AJ;;3;6;7;4;13;8;11;5;8;14;15;;130;M;17;LYCEE DE BANGELI
509249;ADM;PASS;7;7;13;2;14;13;19;7;14;14;15;;187;M;15;LYCEE DE BANGELI
509250;AJ;;6;2;7;6;13;6;14;6;10;14;12;;138;M;17;LYCEE DE BANGELI
509251;ADM;PASS;2;9;14;4;15;6;13;10;16;15;12;;174;M;16;CEG NATCHAMBA
509252;ADM;PASS;1;4;10;6;16;6;15;7;14;13;15;;161;F;21;LYCEE DE BANGELI
509253;AJ;;0;3;8;5;13;4;14;8;11;15;15;;139;M;18;CEG BIAKPABE
509254;ADM;PASS;1;9;9;5;16;9;13;8;11;14;15;;161;F;16;LYCEE DE BANGELI
509255;AJ;;4;3;7;3;16;6;14;4;11;14;14;;137;F;15;LYCEE DE BANGELI
509256;AJ;;3;6;10;3;16;7;13;5;10;15;15;;147;M;17;LYCEE DE BANGELI
509257;ADM;PASS;10;10;10;6;15;7;13;9;13;13;15;;174;M;17;LYCEE DE BANGELI
509258;AJ;;0;6;8;3;12;5;15;3;8;11;15;;120;M;16;LYCEE DE BANGELI
509259;ADM;PASS;4;6;8;6;16;8;16;7;12;13;14;;163;M;20;LYCEE DE BANGELI
509260;AJ;;0;1;6;5;11;4;9;2;8;15;15;;101;F;16;CEG BIAKPABE
509261;AJ;;0;8;8;7;16;7;15;6;7;14;12;;146;M;16;LYCEE DE BANGELI
509262;AJ;;0;5;10;3;17;4;12;7;18;13;11;;151;M;19;LYCEE DE BANGELI
509263;AJ;;0;0;0;0;0;0;0;0;0;;;0;0;F;15;LYCEE DE BANGELI
509264;ADM;ABIEN;8;8;16;6;19;6;18;17;13;15;12;;213;M;16;LYCEE DE BANGELI
509265;ADM;PASS;10;7;10;4;16;5;13;10;9;15;15;;161;M;18;LYCEE DE BANGELI
509266;ADM;PASS;4;9;11;8;17;7;17;10;12;13;15;;185;M;15;LYCEE DE BANGELI
509267;ADM;BIEN;8;14;16;8;17;7;19;20;16;14;9;;232;M;18;LYCEE DE BANGELI
509268;ADM;PASS;2;7;15;5;16;5;16;7;12;11;;;162;M;17;LYCEE DE BANGELI
509269;ADM;PASS;10;7;9;7;16;8;15;8;13;15;12;;176;M;16;LYCEE DE BANGELI
509270;ADM;PASS;2;9;10;9;15;5;16;9;13;12;0;;167;M;16;LYCEE DE BANGELI
509271;AJ;;2;5;9;4;11;4;7;6;12;14;14;;121;F;15;LYCEE DE BANGELI
509272;AJ;;0;7;8;4;11;5;12;5;7;15;13;;119;F;15;LYCEE DE BANGELI
509273;AJ;;0;1;10;5;10;3;11;2;10;15;;15;113;M;18;LYCEE DE BANGELI
509274;AJ;;0;0;0;0;0;0;0;0;0;0;;0;0;M;18;LYCEE DE BANGELI
509275;AJ;;0;7;9;2;13;7;14;7;10;15;;;136;F;17;LYCEE DE BANGELI
509276;AJ;;0;5;9;4;16;4;9;6;9;14;15;;128;M;19;LYCEE DE BANGELI
509277;AJ;;4;9;8;2;13;3;10;5;9;15;15;;123;M;17;LYCEE DE BANGELI
509278;AJ;;6;7;11;3;15;4;14;4;11;14;15;;146;M;19;CEG BIAKPABE
509279;ADM;PASS;2;6;11;5;14;6;16;11;17;13;15;;176;M;18;CEG NATCHAMBA
509280;ADM;ABIEN;11;12;13;10;16;11;18;11;16;12;15;;220;M;15;CEG NATCHAMBA
509281;ADM;ABIEN;18;13;14;9;15;11;17;10;14;15;15;;221;F;15;CEG NATCHAMBA
509282;AJ;;0;6;10;7;9;4;10;6;6;15;11;;116;F;17;LYCEE DE BANGELI
509283;AJ;;0;7;10;2;15;6;12;7;9;14;14;;137;M;18;LYCEE DE BANGELI
509284;AJ;;0;6;9;6;13;8;12;8;7;15;;8;137;M;19;LYCEE DE BANGELI
509285;ADM;BIEN;18;16;11;11;16;13;19;11;16;13;15;;236;F;14;CEG NATCHAMBA
509286;ADM;PASS;5;2;10;5;17;8;16;8;15;15;14;;174;M;16;LYCEE DE BANGELI
509287;ADM;PASS;10;12;8;6;17;6;15;11;16;15;15;;190;M;18;LYCEE DE BANGELI
509288;ADM;PASS;0;9;10;7;18;9;15;7;11;14;15;;172;M;17;LYCEE DE BANGELI
509289;AJ;;7;5;10;2;11;7;6;3;5;12;13;;105;M;16;LYCEE DE BANGELI
509290;AJ;;2;6;8;3;8;6;13;4;10;14;15;;121;M;21;LYCEE DE BANGELI
509291;AJ;;0;4;9;3;12;7;14;5;14;13;15;;140;M;17;LYCEE DE BANGELI
509292;ADM;PASS;12;10;12;6;16;10;12;7;7;12;15;;169;M;16;CEG NATCHAMBA
509293;AJ;;0;4;9;7;16;7;12;5;11;15;0;;143;M;14;LYCEE DE BANGELI
509294;ADM;TBIEN;18;15;17;15;20;16;20;20;18;14;14;;293;M;16;LYCEE DE BANGELI
509295;ADM;PASS;13;4;12;6;14;6;14;8;13;14;;5;167;M;14;LYCEE DE BANGELI
509296;ADM;PASS;9;7;10;4;15;10;14;12;12;12;9;;172;F;18;LYCEE DE BANGELI
509297;AJ;;2;6;10;5;10;5;13;3;9;11;7;;119;F;15;LYCEE DE BANGELI
509298;AJ;;2;9;12;3;12;7;11;5;13;12;13;;142;M;21;LYCEE DE BANGELI
509299;AJ;;0;5;9;3;14;5;12;5;7;11;13;;119;M;19;LYCEE DE BANGELI
509300;AJ;;6;8;13;3;15;6;12;7;9;14;8;;148;M;17;LYCEE DE BANGELI
509301;AJ;;0;4;10;3;15;8;11;2;12;12;12;;130;M;17;LYCEE DE BANGELI
509302;AJ;;0;8;9;5;15;4;16;9;10;14;12;;150;M;21;CEG BIAKPABE
509303;ADM;PASS;10;8;9;5;13;8;13;7;15;15;14;;167;F;17;CEG NATCHAMBA
509304;AJ;;0;6;13;5;12;8;12;6;14;15;9;;151;F;17;LYCEE DE BANGELI
509305;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;M;18;LYCEE DE BANGELI
509306;AJ;;4;4;9;4;13;7;11;6;10;15;12;;135;M;16;LYCEE DE BANGELI
509307;AJ;;8;8;12;5;12;5;13;4;12;12;13;;147;M;14;LYCEE DE BANGELI
509308;AJ;;0;4;8;4;13;3;13;4;12;14;15;;127;M;18;LYCEE DE BANGELI
509309;ADM;PASS;6;5;9;8;12;8;16;9;13;15;4;;166;F;17;LYCEE DE BANGELI
509310;AJ;;0;6;8;4;13;6;10;4;9;13;15;;122;M;17;LYCEE DE BANGELI
509311;AJ;;0;7;10;4;14;6;15;5;12;13;14;;146;M;21;LYCEE DE BANGELI
509312;ADM;PASS;0;7;10;7;17;6;16;7;13;15;15;;169;M;16;CEG BIAKPABE
509313;ADM;PASS;1;9;10;9;15;7;16;7;7;14;15;;161;M;16;CEG NATCHAMBA
509314;ADM;PASS;1;8;12;6;14;8;11;7;13;14;15;;160;M;15;LYCEE DE BANGELI
509315;ADM;PASS;2;9;10;7;14;9;11;8;12;15;13;;161;F;18;CEG BIAKPABE
509316;ADM;ABIEN;0;8;10;8;17;11;15;10;18;15;15;;196;M;16;CEG NATCHAMBA
509317;ADM;PASS;9;7;11;8;15;8;15;9;12;12;15;;179;M;16;LYCEE DE BANGELI
509318;AJ;;2;6;10;6;10;5;11;7;8;15;11;;128;F;17;LYCEE DE BANGELI
509319;AJ;;0;5;7;4;7;6;12;4;10;15;7;;110;F;16;LYCEE DE BANGELI
509320;AJ;;0;8;10;4;12;5;14;9;9;10;15;;139;M;15;LYCEE DE BANGELI
509321;AJ;;6;6;11;5;7;8;13;4;13;14;14;;142;F;20;CEG NATCHAMBA
509322;ADM;ABIEN;8;12;10;14;19;7;18;14;15;12;15;;221;M;13;CEG NATCHAMBA
509323;ADM;PASS;7;6;10;8;18;7;13;9;12;14;15;;176;M;14;CEG BIAKPABE
509324;ADM;PASS;10;10;10;5;11;7;14;7;11;15;15;;160;M;18;LYCEE DE BANGELI
509325;ADM;PASS;0;6;10;5;19;8;17;6;14;15;15;;174;M;16;LYCEE DE BANGELI
509326;ADM;ABIEN;12;10;10;10;18;10;17;15;16;13;15;;222;M;15;CEG NATCHAMBA
509327;ADM;PASS;1;7;10;8;16;6;12;7;14;15;11;;160;M;16;CEG BIAKPABE
509328;AJ;;0;3;10;5;11;7;10;6;13;15;6;;132;F;15;LYCEE DE BANGELI
509329;AJ;;0;4;10;7;12;5;13;6;13;12;12;;140;M;18;LYCEE DE BANGELI
509330;AJ;;3;4;10;6;11;6;12;10;10;15;6;;142;F;15;LYCEE DE BANGELI
509331;AJ;;0;7;10;6;12;8;12;4;11;15;15;;143;M;16;CEG BIAKPABE
509332;AJ;;1;5;9;5;9;5;14;5;13;11;8;;127;F;19;LYCEE DE BANGELI
509333;AJ;;0;4;8;4;11;8;6;2;10;14;15;;111;M;17;LYCEE DE BANGELI
509334;ADM;ABIEN;2;9;11;8;16;9;18;12;15;14;14;;197;M;16;LYCEE DE BANGELI
509335;ADM;PASS;1;8;10;6;16;5;14;12;11;15;;6;162;F;16;LYCEE DE BANGELI
509336;ADM;PASS;0;7;14;7;17;6;15;9;12;15;13;;175;M;19;LYCEE DE BANGELI
509337;ADM;ABIEN;11;10;10;7;19;8;18;8;18;13;15;;205;M;14;CEG NATCHAMBA
509338;ADM;PASS;6;7;11;5;16;8;12;7;13;14;15;;166;M;15;CEG BIAKPABE
509339;ADM;PASS;8;9;8;10;15;10;15;6;11;15;14;;176;M;14;CEG BIAKPABE
509340;AJ;;0;5;7;3;11;4;10;3;9;14;9;;103;F;16;LYCEE DE BANGELI
509341;AJ;;0;6;10;4;10;7;13;7;12;13;;;135;M;15;LYCEE DE BANGELI
509342;ADM;PASS;16;8;9;5;12;11;15;4;12;13;14;;167;M;16;LYCEE DE BANGELI
509343;AJ;;0;5;11;4;13;7;13;4;9;15;11;;133;M;16;LYCEE DE BANGELI
509344;AJ;;5;6;11;3;13;6;14;2;11;12;11;;134;M;17;LYCEE DE BANGELI
509345;ADM;PASS;18;11;11;7;13;10;12;8;12;15;14;;184;M;17;LYCEE DE BANGELI
509346;AJ;;0;5;10;5;14;6;12;8;11;15;13;;145;F;17;LYCEE DE BANGELI
509347;ADM;ABIEN;11;10;10;7;15;8;18;10;17;14;14;;199;F;15;LYCEE DE BANGELI
509348;ADM;ABIEN;12;12;13;8;15;9;12;11;15;15;;6;195;F;21;LYCEE DE BANGELI
509349;ADM;PASS;18;10;12;4;14;8;18;6;13;15;14;;187;F;16;LYCEE DE BANGELI
509350;ADM;PASS;0;11;12;7;15;10;16;10;11;15;15;;183;F;18;LYCEE DE BANGELI
509351;AJ;;0;6;11;8;14;7;13;6;10;15;12;;151;M;17;LYCEE DE BANGELI
509352;ADM;PASS;2;8;12;4;16;7;16;9;16;15;11;;176;M;15;LYCEE DE BANGELI
509363;AJ;;0;5;11;7;15;3;14;6;12;15;14;;150;F;18;LYCEE DE BANGELI
509364;AJ;;0;7;9;8;14;6;12;9;7;15;15;;147;F;16;LYCEE DE BANGELI
509365;AJ;;0;5;10;3;6;5;10;5;7;15;12;;104;F;16;LYCEE DE BANGELI
509366;ADM;PASS;0;8;9;4;17;6;14;8;14;14;15;;161;M;17;LYCEE DE BANGELI
509367;AJ;;0;7;8;9;12;4;9;7;7;15;15;;129;F;16;CEG NATCHAMBA
509368;ADM;PASS;0;9;9;4;17;10;16;8;12;11;12;;164;M;16;LYCEE DE BANGELI
509369;ADM;PASS;8;6;9;6;16;8;14;11;10;15;13;;170;M;16;LYCEE DE BANGELI
509370;ADM;PASS;0;7;12;5;14;12;19;7;14;13;12;;178;F;16;LYCEE DE BANGELI
509371;ADM;PASS;1;7;9;8;15;6;13;7;13;15;15;;160;M;18;CEG BIAKPABE
509372;ADM;TBIEN;12;17;15;12;17;14;18;16;17;15;15;;257;M;14;CEG BIAKPABE
509373;AJ;;0;7;12;3;9;7;9;4;5;15;13;;113;M;19;LYCEE DE BANGELI
509374;AJ;;0;8;10;6;14;4;13;5;9;13;15;;138;M;16;CEG BIAKPABE
509375;AJ;;0;1;9;2;6;4;7;1;7;14;11;;78;M;17;LYCEE DE BANGELI
509376;ADM;PASS;2;9;8;5;17;6;17;7;12;14;12;;161;M;16;LYCEE DE BANGELI
509377;ADM;PASS;3;9;10;5;14;6;16;9;10;14;15;;161;M;17;LYCEE DE BANGELI
509378;AJ;;6;2;10;6;10;9;14;5;7;15;13;;138;F;23;LYCEE DE BANGELI
509379;ADM;PASS;10;10;9;6;14;9;14;5;10;13;14;;161;M;14;LYCEE DE BANGELI
509380;ADM;ABIEN;18;9;10;5;17;9;16;7;15;13;15;;193;M;16;LYCEE DE BANGELI
509381;AJ;;2;5;10;5;14;7;12;3;11;11;14;;136;M;17;LYCEE DE BANGELI
509382;AJ;;0;6;8;4;13;7;10;5;4;15;15;;118;M;19;LYCEE DE BANGELI
509383;AJ;;0;6;8;4;11;5;12;12;9;15;15;;138;F;14;LYCEE DE BANGELI
509384;AJ;;0;5;10;5;6;8;14;13;7;15;14;;140;F;18;LYCEE DE BANGELI
509385;ADM;PASS;0;8;9;6;19;7;16;16;13;13;15;;188;M;16;CEG BIAKPABE
509386;ADM;PASS;9;11;15;5;16;7;15;15;9;13;14;;191;M;16;CEG BIAKPABE
509387;AJ;;0;7;8;4;10;6;11;10;7;15;15;;129;F;16;LYCEE DE BANGELI
509388;ADM;ABIEN;0;9;8;7;17;10;16;15;14;15;15;;193;M;18;LYCEE DE BANGELI
509389;ADM;PASS;1;9;10;5;13;6;14;13;10;14;15;;161;M;15;LYCEE DE BANGELI
509390;AJ;;0;7;9;6;12;2;11;14;10;15;15;;145;F;18;CEG NATCHAMBA
509391;AJ;;0;8;10;4;9;3;13;13;9;11;12;;133;M;16;LYCEE DE BANGELI
509392;AJ;;0;2;9;3;14;5;8;9;11;15;15;;130;M;17;LYCEE DE BANGELI
509393;ADM;ABIEN;2;8;10;8;16;8;16;15;14;15;15;;194;F;15;CEG NATCHAMBA
509394;ADM;PASS;0;5;10;5;15;7;12;15;14;14;11;;166;M;17;LYCEE DE BANGELI
509395;AJ;;0;2;10;5;10;6;9;15;10;0;5;;132;F;20;LYCEE DE BANGELI
509396;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;18;LYCEE DE BANGELI
509397;ADM;PASS;0;5;10;5;15;10;15;14;10;14;11;;168;F;17;LYCEE DE BANGELI
509398;ADM;PASS;1;4;9;6;12;10;10;17;11;15;11;;161;F;16;LYCEE DE BANGELI
509399;AJ;;0;6;9;4;12;5;12;12;8;Inap.;13;;133;M;15;LYCEE DE BANGELI
509400;ADM;PASS;0;3;10;6;17;10;16;15;12;14;15;;184;F;13;LYCEE DE BANGELI
509401;ADM;PASS;0;4;10;7;13;6;15;16;13;15;15;;174;M;16;LYCEE DE BANGELI
509402;AJ;;0;0;0;0;0;0;0;0;0;0;;;0;M;20;LYCEE DE BANGELI
509403;ADM;PASS;0;6;10;4;15;8;16;14;9;15;10;;163;M;18;LYCEE DE BANGELI
509404;ADM;ABIEN;2;8;10;8;15;10;13;15;18;14;14;;196;M;16;CEG BIAKPABE
509405;ADM;PASS;2;7;10;6;11;6;17;15;8;15;11;;161;F;19;CEG BIAKPABE
509406;ADM;ABIEN;0;10;8;7;16;10;16;18;15;12;15;;197;M;17;LYCEE DE BANGELI
509407;ADM;ABIEN;0;9;11;14;14;10;18;17;14;15;15;;215;F;14;CEG NATCHAMBA
509408;ADM;ABIEN;0;12;10;11;18;13;15;13;16;13;15;;212;M;16;CEG BIAKPABE
509409;ADM;ABIEN;0;6;10;12;14;9;15;19;14;14;11;;197;F;14;LYCEE DE BANGELI
509410;ADM;PASS;0;4;9;8;17;5;15;13;12;14;10;;166;M;21;LYCEE DE BANGELI
509411;ADM;PASS;0;6;11;4;18;7;16;16;13;14;15;;185;M;16;LYCEE DE BANGELI
509412;ADM;PASS;0;5;8;9;16;10;13;16;9;15;14;;176;M;16;LYCEE DE BANGELI
509413;ADM;ABIEN;0;12;12;5;18;8;15;15;18;14;;;198;M;22;LYCEE DE BANGELI
509414;AJ;;0;1;10;4;11;6;12;14;14;13;14;;150;M;15;LYCEE DE BANGELI
509415;ADM;PASS;0;8;10;8;14;10;15;11;11;15;14;;175;F;16;LYCEE DE BANGELI
509416;ADM;PASS;1;5;11;5;17;12;16;13;14;12;15;;189;M;15;LYCEE DE BANGELI
509417;ADM;PASS;0;7;10;4;17;9;16;16;15;15;15;;191;M;18;LYCEE DE BANGELI
509418;AJ;;0;3;10;2;11;7;11;13;7;12;8;;127;M;25;LYCEE DE BANGELI
509419;ADM;PASS;0;9;11;6;16;8;14;15;14;15;15;;187;F;16;CEG NATCHAMBA
509420;ADM;PASS;1;4;10;5;13;7;11;15;13;15;13;;161;F;19;LYCEE DE BANGELI
509421;ADM;PASS;2;6;10;5;12;10;11;10;13;15;15;;160;F;14;LYCEE DE BANGELI
509422;ADM;ABIEN;10;8;9;8;17;10;16;10;14;15;15;;196;M;13;CEG BIAKPABE
509423;AJ;;0;9;8;4;15;10;8;4;14;15;13;;143;M;19;CEG BIAKPABE
509424;ADM;PASS;1;5;10;5;14;8;17;6;13;14;15;;161;M;21;CEG NATCHAMBA
509425;ADM;ABIEN;10;13;10;7;16;12;13;6;17;15;15;;195;M;18;CEG NATCHAMBA
509426;AJ;;2;9;12;5;14;11;9;5;8;10;13;;142;M;17;LYCEE DE BANGELI
509427;AJ;;4;6;8;2;13;6;9;2;11;;15;15;122;M;18;LYCEE DE BANGELI
509428;ADM;PASS;0;6;10;6;15;13;12;7;10;15;15;;162;F;19;LYCEE DE BANGELI
509429;ADM;PASS;1;6;9;6;15;14;11;6;11;14;15;;160;F;21;LYCEE DE BANGELI
509430;AJ;;0;8;9;6;13;10;13;6;11;14;11;;149;F;16;LYCEE DE BANGELI
509431;AJ;;0;5;11;3;10;8;4;4;9;;15;15;113;F;19;LYCEE DE BANGELI
509432;AJ;;0;5;8;5;11;12;13;6;12;15;15;;149;F;17;CEG NATCHAMBA
509433;AJ;;0;6;10;6;13;12;11;3;8;14;15;;141;F;20;CEG NATCHAMBA
509434;ADM;PASS;1;9;8;7;13;10;14;6;15;14;;5;160;M;16;LYCEE DE BANGELI
509435;ADM;PASS;11;12;9;7;16;11;10;5;15;14;15;;178;F;14;LYCEE DE BANGELI
509436;ADM;PASS;0;4;9;8;16;9;16;10;9;15;;;163;M;18;LYCEE DE BANGELI
509437;ADM;PASS;7;13;13;5;14;8;11;8;13;15;15;;174;F;17;LYCEE DE BANGELI
509438;ADM;PASS;0;6;9;7;13;10;13;11;16;15;;;169;M;18;LYCEE DE BANGELI
509439;ADM;PASS;0;7;9;6;15;15;13;3;15;15;15;;169;F;13;CEG BIAKPABE
509440;ADM;PASS;0;8;10;11;14;11;15;7;11;14;15;;175;M;14;CEG BIAKPABE
509441;ADM;ABIEN;16;12;14;6;16;14;13;6;14;15;15;;204;M;14;CEG BIAKPABE
509442;ADM;ABIEN;16;11;7;10;17;16;16;7;12;14;15;;206;M;13;CEG BIAKPABE
509443;ADM;ABIEN;0;6;9;10;17;13;18;10;13;13;15;;194;M;18;CEG BIAKPABE
509444;AJ;;0;8;9;3;14;10;14;4;14;14;11;;149;M;16;LYCEE DE BANGELI
509445;ADM;PASS;0;5;9;6;16;7;18;9;14;13;0;;166;M;19;LYCEE DE BANGELI
509446;AJ;;0;6;8;6;14;5;14;5;12;13;15;;142;M;16;LYCEE DE BANGELI
509447;ADM;TBIEN;14;11;15;11;19;15;19;18;18;15;15;;265;M;15;LYCEE DE BANGELI
509448;ADM;PASS;10;7;10;5;12;13;13;10;14;15;15;;181;F;15;LYCEE DE BANGELI
509449;ADM;PASS;8;4;9;5;16;9;18;9;15;13;9;;177;M;13;LYCEE DE BANGELI
509450;AJ;;0;1;7;5;11;4;15;7;10;12;6;;121;M;21;LYCEE DE BANGELI
509451;AJ;;0;3;7;3;14;9;11;5;16;14;15;;142;M;18;LYCEE DE BANGELI
509452;AJ;;0;4;9;6;7;10;12;6;12;13;11;;132;M;19;LYCEE DE BANGELI
509453;AJ;;0;2;10;3;7;8;6;4;6;15;12;;97;F;17;LYCEE DE BANGELI
509454;AJ;;0;5;9;7;10;8;12;8;8;12;12;;133;M;17;LYCEE DE BANGELI
